	KPSS	signal	gross	net	market
358	0.22482469600407415	-1.0	-0.0022139438030665207	-0.00225279627472663	0.007525003016613407
359	0.18489360542381847	0.0	0.0	-0.00017670442769624688	0.015365910154807594
360	0.12584752127386664	0.0	0.0	0.0	-0.03512584371534122
361	0.19120414631575336	1.0	-0.019711104500934877	-0.01997446102075068	-0.008133027264274895
362	0.25972297618543516	1.0	0.0018948424665759453	0.001784256888923579	-0.027756342102360998
363	0.23085259540253633	1.0	0.0018271549491708254	0.001820380223288376	0.02014498633677464
364	0.21440367006837543	1.0	-0.009896915966855714	-0.00990694685056727	-0.01758479659017942
365	0.2002481876252412	1.0	-0.010818569601791284	-0.010824822385556878	0.0005330721905940639
366	0.19777279422287936	1.0	0.0034684648153455733	0.003463681559661413	0.012741829089357504
367	0.23555506795657388	1.0	-0.010462590642894558	-0.01046351096212806	0.005219359577689042
368	0.2605081054377985	1.0	0.0007241059726062777	0.0007194029563510343	-0.004618946596211537
369	0.2787193680800349	1.0	-0.005306158045953135	-0.0053084931189822035	-0.008412365876402483
370	0.3007921745765185	-1.0	0.007277303284366019	0.0069959757623627656	-0.011182581807410497
371	0.3270958459054219	-1.0	-0.018867972130610013	-0.018870443405878932	-0.011571097930805796
372	0.3149421900540199	-1.0	0.004197315100903499	0.00419600680019075	0.010517945160813724
373	0.3024115686077156	-1.0	-0.015223003343077418	-0.015231609402473426	-0.023721455093028143
374	0.282197189427308	-1.0	0.004263944694542041	0.004262376926566697	0.0029874591429570607
375	0.2813618854462598	-1.0	-0.011759786042278212	-0.01177235194639777	0.0159767237756141
376	0.28360626949262785	-1.0	-0.01953536719035947	-0.01953809113266727	0.016110590199083896
377	0.29146071504081933	-1.0	-0.0006748951620368961	-0.00068284857496845	-0.0048126645432444715
378	0.31405317716627856	-1.0	-0.0003096448966590738	-0.00032213738576176705	0.008253718228220741
379	0.36478621716817233	-1.0	-0.01428656096388085	-0.014287016900474726	0.005292907769290922
380	0.4182805466441451	0.0	-0.0	-0.0001488552472910832	-0.009577652178616392
381	0.42575807733782167	-1.0	0.0008991547596074094	0.000759763005647038	0.01797270867614209
382	0.36827677189076535	1.0	-0.00343290006498867	-0.0037266614622740537	-0.013973515692226712
